keyword,eos_count,eos_rate_pct,non_eos_count,non_eos_rate_pct,total_count,eos_specificity
stra,6,0.169,0,0.0,6,0.169
warped,0,0.0,6,0.058,6,-0.058
pin open,1,0.028,5,0.048,6,-0.02
mcu blank,0,0.0,6,0.058,6,-0.058
pin55,3,0.085,3,0.029,6,0.05600000000000001
dashboard,1,0.028,5,0.048,6,-0.02
cy90f9,0,0.0,6,0.058,6,-0.058
zwei phasen,4,0.113,2,0.019,6,0.094
p34,2,0.056,4,0.039,6,0.017
sn2,3,0.085,3,0.029,6,0.05600000000000001
krefeld,6,0.169,0,0.0,6,0.169
truetouch,2,0.056,4,0.039,6,0.017
false touch,1,0.028,5,0.048,6,-0.02
untersuchung,3,0.085,3,0.029,6,0.05600000000000001
tin,0,0.0,6,0.058,6,-0.058
visteon s6bp502a00sn2b000,1,0.028,5,0.048,6,-0.02
pin45,3,0.085,3,0.029,6,0.05600000000000001
pitch controller,6,0.169,0,0.0,6,0.169
ic34000,0,0.0,6,0.058,6,-0.058
ota upgrade,0,0.0,6,0.058,6,-0.058
solenoid,3,0.085,3,0.029,6,0.05600000000000001
an5,1,0.028,5,0.048,6,-0.02
content,0,0.0,6,0.058,6,-0.058
top igbt,0,0.0,6,0.058,6,-0.058
multiple pin,1,0.028,5,0.048,6,-0.02
abnormalities,1,0.028,5,0.048,6,-0.02
cy96f673abpmc1,1,0.028,5,0.048,6,-0.02
safety,0,0.0,6,0.058,6,-0.058
rail,4,0.113,2,0.019,6,0.094
offset without,0,0.0,6,0.058,6,-0.058
sbe,0,0.0,6,0.058,6,-0.058
pin3,4,0.113,2,0.019,6,0.094
rese,2,0.056,4,0.039,6,0.017
anomaly failure,2,0.056,4,0.039,6,0.017
field failu,0,0.0,6,0.058,6,-0.058
mode current,4,0.113,2,0.019,6,0.094
cy8c4146lqs,2,0.056,4,0.039,6,0.017
crystal oscillator,1,0.028,5,0.048,6,-0.02
end customer,2,0.056,4,0.039,6,0.017
date,0,0.0,6,0.058,6,-0.058
alps line,2,0.056,4,0.039,6,0.017
gsae2,5,0.141,1,0.01,6,0.13099999999999998
measure,2,0.056,4,0.039,6,0.017
critical,1,0.028,5,0.048,6,-0.02
resetting,0,0.0,6,0.058,6,-0.058
sal,1,0.028,5,0.048,6,-0.02
circuit pin,3,0.085,3,0.029,6,0.05600000000000001
aufschmelzungen,5,0.141,1,0.01,6,0.13099999999999998
mb91f594bhspmc,2,0.056,4,0.039,6,0.017
tou,2,0.056,4,0.039,6,0.017
aging sample,0,0.0,6,0.058,6,-0.058
irled,6,0.169,0,0.0,6,0.169
output pin,0,0.0,6,0.058,6,-0.058
level pin,4,0.113,2,0.019,6,0.094
form,2,0.056,4,0.039,6,0.017
b01 project,0,0.0,6,0.058,6,-0.058
power pin,5,0.141,1,0.01,6,0.13099999999999998
flash bit,0,0.0,6,0.058,6,-0.058
bmw g3x,6,0.169,0,0.0,6,0.169
cy96f004rapmc,0,0.0,6,0.058,6,-0.058
abnor,0,0.0,6,0.058,6,-0.058
pcs cy91f594,5,0.141,1,0.01,6,0.13099999999999998
pin123,4,0.113,2,0.019,6,0.094
pin153,1,0.028,5,0.048,6,-0.02
bond lift,0,0.0,6,0.058,6,-0.058
unexpected reset,1,0.028,5,0.048,6,-0.02
untersuchung auf,3,0.085,3,0.029,6,0.05600000000000001
new alps,2,0.056,4,0.039,6,0.017
geely customer,0,0.0,6,0.058,6,-0.058
indicate,0,0.0,6,0.058,6,-0.058
description,0,0.0,6,0.058,6,-0.058
backup,0,0.0,6,0.058,6,-0.058
measures,0,0.0,6,0.058,6,-0.058
ppes,0,0.0,6,0.058,6,-0.058
lear,1,0.028,5,0.048,6,-0.02
door,0,0.0,6,0.058,6,-0.058
undervoltage,1,0.028,5,0.048,6,-0.02
functions,0,0.0,6,0.058,6,-0.058
mb91f526khbpmc,1,0.028,5,0.048,6,-0.02
zwei,4,0.113,2,0.019,6,0.094
toyota s6j3001ls,0,0.0,6,0.058,6,-0.058
during test,2,0.056,4,0.039,6,0.017
ff1_df_733_df733,0,0.0,6,0.058,6,-0.058
inch,2,0.056,4,0.039,6,0.017
confirm,2,0.056,4,0.039,6,0.017
indicate top,0,0.0,6,0.058,6,-0.058
short btw,5,0.141,1,0.01,6,0.13099999999999998
cyp,0,0.0,6,0.058,6,-0.058
core0,0,0.0,6,0.058,6,-0.058
ff1_df_733_df733 adc,0,0.0,6,0.058,6,-0.058
pin26,3,0.085,2,0.019,5,0.066
vdd low,3,0.085,2,0.019,5,0.066
burning failed,0,0.0,5,0.048,5,-0.048
mcu pin164,0,0.0,5,0.048,5,-0.048
bei tieftemperatur,0,0.0,5,0.048,5,-0.048
visual failure,0,0.0,5,0.048,5,-0.048
detection,0,0.0,5,0.048,5,-0.048
messungen bei,0,0.0,5,0.048,5,-0.048
mb96f326rsbpmc,2,0.056,3,0.029,5,0.027
mb91f223pfv,2,0.056,3,0.029,5,0.027
pasdl,1,0.028,4,0.039,5,-0.011
between vcc,5,0.141,0,0.0,5,0.141
pin75,3,0.085,2,0.019,5,0.066
abnormal resistvity,5,0.141,0,0.0,5,0.141
aptiv suzhou,1,0.028,4,0.039,5,-0.011
signal error,1,0.028,4,0.039,5,-0.011
draw,2,0.056,3,0.029,5,0.027
cases,0,0.0,5,0.048,5,-0.048
resistance pin28,0,0.0,5,0.048,5,-0.048
see attached,2,0.056,3,0.029,5,0.027
foreign objects,0,0.0,5,0.048,5,-0.048
faulty adc,0,0.0,5,0.048,5,-0.048
heat,2,0.056,3,0.029,5,0.027
tsmt i2c,0,0.0,5,0.048,5,-0.048
hex,0,0.0,5,0.048,5,-0.048
automotive mb96f326rsbpmc,2,0.056,3,0.029,5,0.027
safe state,0,0.0,5,0.048,5,-0.048
tra,2,0.056,3,0.029,5,0.027
depending,0,0.0,5,0.048,5,-0.048
vgate1n,2,0.056,3,0.029,5,0.027
cy8c21645,0,0.0,5,0.048,5,-0.048
keihin,2,0.056,3,0.029,5,0.027
ic34000 pin134,0,0.0,5,0.048,5,-0.048
others abnormal,5,0.141,0,0.0,5,0.141
needs,4,0.113,1,0.01,5,0.10300000000000001
scar,0,0.0,5,0.048,5,-0.048
cyt2b75,0,0.0,5,0.048,5,-0.048
malfunction failure,0,0.0,5,0.048,5,-0.048
cust,2,0.056,3,0.029,5,0.027
design inc,0,0.0,5,0.048,5,-0.048
mcu function,1,0.028,4,0.039,5,-0.011
hase nissan,2,0.056,3,0.029,5,0.027
a15,0,0.0,5,0.048,5,-0.048
cracks inside,0,0.0,5,0.048,5,-0.048
varef2,1,0.028,4,0.039,5,-0.011
circuit caused,0,0.0,5,0.048,5,-0.048
warning,1,0.028,4,0.039,5,-0.011
entered,1,0.028,4,0.039,5,-0.011
cy96f018rbpmc,1,0.028,4,0.039,5,-0.011
proximity apply,3,0.085,2,0.019,5,0.066
circuit design,0,0.0,5,0.048,5,-0.048
tc375,4,0.113,1,0.01,5,0.10300000000000001
future car,2,0.056,3,0.029,5,0.027
normal technical,0,0.0,5,0.048,5,-0.048
rif calib,0,0.0,5,0.048,5,-0.048
pin40,0,0.0,5,0.048,5,-0.048
alm0,0,0.0,5,0.048,5,-0.048
micom lock,0,0.0,5,0.048,5,-0.048
himeji,0,0.0,5,0.048,5,-0.048
lock ucb,0,0.0,5,0.048,5,-0.048
flash ota,4,0.113,1,0.01,5,0.10300000000000001
inversion,0,0.0,5,0.048,5,-0.048
wir,0,0.0,5,0.048,5,-0.048
gear,1,0.028,4,0.039,5,-0.011
mb96f018rbpmc,0,0.0,5,0.048,5,-0.048
back,1,0.028,4,0.039,5,-0.011
sam,0,0.0,5,0.048,5,-0.048
mcu locked,0,0.0,5,0.048,5,-0.048
eol test,1,0.028,4,0.039,5,-0.011
high temperature,0,0.0,5,0.048,5,-0.048
s6ap412a78gn1c000 field,5,0.141,0,0.0,5,0.141
global,0,0.0,5,0.048,5,-0.048
dflash erase,1,0.028,4,0.039,5,-0.011
mb96f636rbpmc,2,0.056,3,0.029,5,0.027
u108,4,0.113,1,0.01,5,0.10300000000000001
veoneer,0,0.0,5,0.048,5,-0.048
harman suzhou,1,0.028,4,0.039,5,-0.011
below,0,0.0,5,0.048,5,-0.048
supply pin,4,0.113,1,0.01,5,0.10300000000000001
mtk,1,0.028,4,0.039,5,-0.011
fro,0,0.0,5,0.048,5,-0.048
static current,0,0.0,5,0.048,5,-0.048
vdda,2,0.056,3,0.029,5,0.027
blank screen,0,0.0,5,0.048,5,-0.048
t1xx_dark screen,0,0.0,5,0.048,5,-0.048
facto,2,0.056,3,0.029,5,0.027
commun,1,0.028,4,0.039,5,-0.011
pin134 pin135,0,0.0,5,0.048,5,-0.048
randomly,0,0.0,5,0.048,5,-0.048
e24l_5pcs_crf,5,0.141,0,0.0,5,0.141
cy91f575bhspmc,0,0.0,5,0.048,5,-0.048
output low,2,0.056,3,0.029,5,0.027
event generator,0,0.0,5,0.048,5,-0.048
code flash,1,0.028,4,0.039,5,-0.011
g13,3,0.085,2,0.019,5,0.066
program failed,1,0.028,4,0.039,5,-0.011
out put,2,0.056,3,0.029,5,0.027
request far,3,0.085,2,0.019,5,0.066
returned one,5,0.141,0,0.0,5,0.141
flash writing,0,0.0,5,0.048,5,-0.048
customer returned,0,0.0,5,0.048,5,-0.048
microprocessor never,0,0.0,5,0.048,5,-0.048
particle adhesion,0,0.0,5,0.048,5,-0.048
circuit short,5,0.141,0,0.0,5,0.141
vibration test,3,0.085,2,0.019,5,0.066
xtal2,0,0.0,5,0.048,5,-0.048
triggers,0,0.0,5,0.048,5,-0.048
function defect,3,0.085,2,0.019,5,0.066
y15,1,0.028,4,0.039,5,-0.011
s412t touch,3,0.085,2,0.019,5,0.066
da20,4,0.113,1,0.01,5,0.10300000000000001
customer gac,0,0.0,5,0.048,5,-0.048
shutting down,5,0.141,0,0.0,5,0.141
device communication,3,0.085,2,0.019,5,0.066
different,0,0.0,5,0.048,5,-0.048
starting,0,0.0,5,0.048,5,-0.048
processing,0,0.0,5,0.048,5,-0.048
haben,0,0.0,5,0.048,5,-0.048
a11 proj,0,0.0,5,0.048,5,-0.048
high level,2,0.056,3,0.029,5,0.027
cyt2b98cacq0azsgs,2,0.056,3,0.029,5,0.027
low level,0,0.0,5,0.048,5,-0.048
controller failure,1,0.028,4,0.039,5,-0.011
field_,2,0.056,3,0.029,5,0.027
diode drop,2,0.056,3,0.029,5,0.027
txd signal,0,0.0,5,0.048,5,-0.048
n14,3,0.085,2,0.019,5,0.066
curve,2,0.056,3,0.029,5,0.027
mcu cyt2,0,0.0,5,0.048,5,-0.048
evaluation,2,0.056,3,0.029,5,0.027
generator issue,0,0.0,5,0.048,5,-0.048
duewag,5,0.141,0,0.0,5,0.141
having,2,0.056,3,0.029,5,0.027
show abnormal,1,0.028,4,0.039,5,-0.011
eps,1,0.028,4,0.039,5,-0.011
impendance nok,5,0.141,0,0.0,5,0.141
potential,2,0.056,3,0.029,5,0.027
functional test,0,0.0,5,0.048,5,-0.048
cy44c031pw,1,0.028,4,0.039,5,-0.011
generator,0,0.0,5,0.048,5,-0.048
validation test,0,0.0,5,0.048,5,-0.048
programming error,0,0.0,5,0.048,5,-0.048
s6ap412a78gn1c000,5,0.141,0,0.0,5,0.141
trip,0,0.0,5,0.048,5,-0.048
result,1,0.028,4,0.039,5,-0.011
s6j32,0,0.0,5,0.048,5,-0.048
touch issue,1,0.028,4,0.039,5,-0.011
takosan,0,0.0,5,0.048,5,-0.048
meet specifications,0,0.0,5,0.048,5,-0.048
much,5,0.141,0,0.0,5,0.141
vacuum pack,0,0.0,5,0.048,5,-0.048
cannot boot,0,0.0,5,0.048,5,-0.048
mcu stops,0,0.0,5,0.048,5,-0.048
pin82,2,0.056,3,0.029,5,0.027
ucb lock,0,0.0,5,0.048,5,-0.048
ucontroller,2,0.056,3,0.029,5,0.027
denso wisetech,0,0.0,5,0.048,5,-0.048
standby current,0,0.0,5,0.048,5,-0.048
s6j329cls,0,0.0,5,0.048,5,-0.048
s6ap901a02gu1c000,5,0.141,0,0.0,5,0.141
work flash,1,0.028,4,0.039,5,-0.011
causes,0,0.0,5,0.048,5,-0.048
backup current,0,0.0,5,0.048,5,-0.048
mb90f922ncspmc,2,0.056,3,0.029,5,0.027
scu_lbistctrl3,0,0.0,5,0.048,5,-0.048
fail then,4,0.113,1,0.01,5,0.10300000000000001
pin97,0,0.0,5,0.048,5,-0.048
unotel,4,0.113,1,0.01,5,0.10300000000000001
manufacturing,0,0.0,5,0.048,5,-0.048
pin18,2,0.056,3,0.029,5,0.027
outputs,0,0.0,5,0.048,5,-0.048
ldo,1,0.028,4,0.039,5,-0.011
converter pin,0,0.0,5,0.048,5,-0.048
registers,0,0.0,5,0.048,5,-0.048
trap aus,0,0.0,5,0.048,5,-0.048
bus error,0,0.0,5,0.048,5,-0.048
doesnt,1,0.028,4,0.039,5,-0.011
respond,1,0.028,4,0.039,5,-0.011
master,4,0.113,1,0.01,5,0.10300000000000001
w12,1,0.028,4,0.039,5,-0.011
micro inoperable,0,0.0,5,0.048,5,-0.048
connect fail,3,0.085,2,0.019,5,0.066
digital camera,1,0.028,4,0.039,5,-0.011
confrirm issues,0,0.0,5,0.048,5,-0.048
circ,3,0.085,2,0.019,5,0.066
lbist error,1,0.028,4,0.039,5,-0.011
bmu,1,0.028,4,0.039,5,-0.011
reproduced,1,0.028,4,0.039,5,-0.011
much current,5,0.141,0,0.0,5,0.141
proximity,3,0.085,2,0.019,5,0.066
power drop,0,0.0,5,0.048,5,-0.048
lead discoloration,0,0.0,5,0.048,5,-0.048
pin135 abnormal,0,0.0,5,0.048,5,-0.048
cluster completely,0,0.0,5,0.048,5,-0.048
max,4,0.113,1,0.01,5,0.10300000000000001
valve,3,0.085,2,0.019,5,0.066
cy96f613rbpmc,4,0.113,1,0.01,5,0.10300000000000001
mcu failed,0,0.0,5,0.048,5,-0.048
s6j336,3,0.085,2,0.019,5,0.066
clock signal,1,0.028,4,0.039,5,-0.011
frozen,1,0.028,4,0.039,5,-0.011
inputs,0,0.0,5,0.048,5,-0.048
functional fail,2,0.056,3,0.029,5,0.027
detect,0,0.0,5,0.048,5,-0.048
changan,0,0.0,5,0.048,5,-0.048
smu alm9,0,0.0,5,0.048,5,-0.048
low output,2,0.056,3,0.029,5,0.027
function cracks,0,0.0,5,0.048,5,-0.048
cy8c4025pvs,3,0.085,2,0.019,5,0.066
customer b01,0,0.0,5,0.048,5,-0.048
work properly,2,0.056,3,0.029,5,0.027
upload,0,0.0,5,0.048,5,-0.048
drop test,0,0.0,5,0.048,5,-0.048
s6j328 failed,1,0.028,4,0.039,5,-0.011
communication abnormal,3,0.085,2,0.019,5,0.066
rma mode,0,0.0,5,0.048,5,-0.048
uncorrectable critical,0,0.0,5,0.048,5,-0.048
duewag krefeld,5,0.141,0,0.0,5,0.141
shutting,5,0.141,0,0.0,5,0.141
flash app,4,0.113,1,0.01,5,0.10300000000000001
cypress_a2c00050942_cbcu3,5,0.141,0,0.0,5,0.141
current value,0,0.0,5,0.048,5,-0.048
tricore,0,0.0,5,0.048,5,-0.048
q19,4,0.113,1,0.01,5,0.10300000000000001
vne,0,0.0,5,0.048,5,-0.048
checked,4,0.113,1,0.01,5,0.10300000000000001
cold reset,0,0.0,5,0.048,5,-0.048
pin level,0,0.0,5,0.048,5,-0.048
frame,0,0.0,5,0.048,5,-0.048
dnba analysis_x000d_,0,0.0,5,0.048,5,-0.048
tape reel,0,0.0,5,0.048,5,-0.048
a11,0,0.0,5,0.048,5,-0.048
s433t,2,0.056,3,0.029,5,0.027
communi,1,0.028,4,0.039,5,-0.011
between vdd,2,0.056,3,0.029,5,0.027
erase error,0,0.0,5,0.048,5,-0.048
confrirm,0,0.0,5,0.048,5,-0.048
time out,0,0.0,5,0.048,5,-0.048
miniprog4,2,0.056,3,0.029,5,0.027
unit failed,2,0.056,3,0.029,5,0.027
repeat,0,0.0,5,0.048,5,-0.048
mb91f061,0,0.0,5,0.048,5,-0.048
pin g17,2,0.056,3,0.029,5,0.027
cp8766ct,0,0.0,5,0.048,5,-0.048
gesetzt,0,0.0,5,0.048,5,-0.048
wisetech,0,0.0,5,0.048,5,-0.048
product line,0,0.0,5,0.048,5,-0.048
calib error,0,0.0,5,0.048,5,-0.048
mb95136mbpfv,0,0.0,5,0.048,5,-0.048
kyotuto,5,0.141,0,0.0,5,0.141
mb90f349espmc3,1,0.028,4,0.039,5,-0.011
bdc event,0,0.0,5,0.048,5,-0.048
esr0 signal,1,0.028,4,0.039,5,-0.011
avi verification,0,0.0,5,0.048,5,-0.048
pin29,3,0.085,2,0.019,5,0.066
vddd short,5,0.141,0,0.0,5,0.141
applied more,5,0.141,0,0.0,5,0.141
wdi,0,0.0,5,0.048,5,-0.048
faile,5,0.141,0,0.0,5,0.141
pin74,1,0.028,4,0.039,5,-0.011
fct test,1,0.028,4,0.039,5,-0.011
n1e,0,0.0,5,0.048,5,-0.048
faurecia coagent,0,0.0,5,0.048,5,-0.048
return fro,0,0.0,5,0.048,5,-0.048
tieftemperatur,0,0.0,5,0.048,5,-0.048
e17,5,0.141,0,0.0,5,0.141
astemo,2,0.056,3,0.029,5,0.027
tech,1,0.028,4,0.039,5,-0.011
einem,0,0.0,5,0.048,5,-0.048
cluster display,2,0.056,3,0.029,5,0.027
interrupt,1,0.028,4,0.039,5,-0.011
ecu failed,0,0.0,5,0.048,5,-0.048
csd raw,2,0.056,3,0.029,5,0.027
irregular signal,0,0.0,5,0.048,5,-0.048
channels,0,0.0,5,0.048,5,-0.048
flash cannot,2,0.056,3,0.029,5,0.027
read error,1,0.028,4,0.039,5,-0.011
voltage fail,0,0.0,5,0.048,5,-0.048
trip function,0,0.0,5,0.048,5,-0.048
an20,0,0.0,5,0.048,5,-0.048
cy96f696rbpmc,1,0.028,4,0.039,5,-0.011
resistanc,5,0.141,0,0.0,5,0.141
too much,5,0.141,0,0.0,5,0.141
pcs s6j328,1,0.028,4,0.039,5,-0.011
communic,0,0.0,5,0.048,5,-0.048
mic,0,0.0,5,0.048,5,-0.048
retu,1,0.028,4,0.039,5,-0.011
fps,0,0.0,5,0.048,5,-0.048
sqp b201900050772,0,0.0,5,0.048,5,-0.048
leads side,0,0.0,5,0.048,5,-0.048
jta,0,0.0,5,0.048,5,-0.048
lose function,2,0.056,3,0.029,5,0.027
t1xx_dark,0,0.0,5,0.048,5,-0.048
cy96f016yb,0,0.0,5,0.048,5,-0.048
mod,0,0.0,5,0.048,5,-0.048
background,0,0.0,5,0.048,5,-0.048
specifications,0,0.0,5,0.048,5,-0.048
specific,0,0.0,5,0.048,5,-0.048
high temp,1,0.028,4,0.039,5,-0.011
cy90f037jds,0,0.0,5,0.048,5,-0.048
sck,2,0.056,3,0.029,5,0.027
mb91f525ksdpmc,0,0.0,5,0.048,5,-0.048
wir haben,0,0.0,5,0.048,5,-0.048
calib,0,0.0,5,0.048,5,-0.048
programming issues,0,0.0,5,0.048,5,-0.048
projekt duewag,5,0.141,0,0.0,5,0.141
probleme,0,0.0,5,0.048,5,-0.048
technical complaint,0,0.0,5,0.048,5,-0.048
sam request,0,0.0,5,0.048,5,-0.048
operating,0,0.0,5,0.048,5,-0.048
customer programming,0,0.0,5,0.048,5,-0.048
button,1,0.028,4,0.039,5,-0.011
tc2,0,0.0,5,0.048,5,-0.048
sanyo,1,0.028,4,0.039,5,-0.011
sent,3,0.085,2,0.019,5,0.066
gnd low,5,0.141,0,0.0,5,0.141
resistvity,5,0.141,0,0.0,5,0.141
gac a11,0,0.0,5,0.048,5,-0.048
sq2011,0,0.0,5,0.048,5,-0.048
s412t,3,0.085,2,0.019,5,0.066
lead frame,0,0.0,5,0.048,5,-0.048
csd,2,0.056,3,0.029,5,0.027
mitsubishi himeji,0,0.0,5,0.048,5,-0.048
inf,1,0.028,4,0.039,5,-0.011
v19 w20,5,0.141,0,0.0,5,0.141
honda s6j3001lsj,0,0.0,5,0.048,5,-0.048
analysis request_mfg,0,0.0,5,0.048,5,-0.048
bent need,0,0.0,5,0.048,5,-0.048
customer return,3,0.085,2,0.019,5,0.066
volume,4,0.113,1,0.01,5,0.10300000000000001
verify,0,0.0,5,0.048,5,-0.048
further testing,0,0.0,5,0.048,5,-0.048
supply current,0,0.0,5,0.048,5,-0.048
msc,0,0.0,5,0.048,5,-0.048
restart,0,0.0,5,0.048,5,-0.048
analysis_x000d_,0,0.0,5,0.048,5,-0.048
pin2 abnormal,0,0.0,5,0.048,5,-0.048
mcu defect,0,0.0,5,0.048,5,-0.048
fact,3,0.085,2,0.019,5,0.066
radar,2,0.056,3,0.029,5,0.027
customer confirmed,4,0.113,1,0.01,5,0.10300000000000001
completely off,0,0.0,5,0.048,5,-0.048
inch project,2,0.056,3,0.029,5,0.027
cy8c4147lqs,4,0.113,1,0.01,5,0.10300000000000001
b201900050772,0,0.0,5,0.048,5,-0.048
tailgate,3,0.085,2,0.019,5,0.066
error between,2,0.056,3,0.029,5,0.027
request_mfg,0,0.0,5,0.048,5,-0.048
objects,0,0.0,5,0.048,5,-0.048
room,0,0.0,5,0.048,5,-0.048
fehlerhaft,2,0.056,3,0.029,5,0.027
f16,0,0.0,5,0.048,5,-0.048
symptom,1,0.028,4,0.039,5,-0.011
customer takosan,0,0.0,5,0.048,5,-0.048
v20,3,0.085,2,0.019,5,0.066
crystal waveform,1,0.028,4,0.039,5,-0.011
token,4,0.113,1,0.01,5,0.10300000000000001
automatic tailgate,3,0.085,2,0.019,5,0.066
failing depending,0,0.0,5,0.048,5,-0.048
voltages,1,0.028,4,0.039,5,-0.011
follows,1,0.028,4,0.039,5,-0.011
avi,0,0.0,5,0.048,5,-0.048
pin83,4,0.113,1,0.01,5,0.10300000000000001
